     istep   total_energy_diff     max_eigval_diff      max_delta_diff                 miu
       313    5.6809560238E-12    1.5047385560E-10    2.3299788102E-08   -4.7388832626E-01
       314    5.5864991475E-12    1.4813700266E-10    2.2943126403E-08   -4.7388832625E-01
       315    5.4972512902E-12    1.4583623198E-10    2.2592024947E-08   -4.7388832624E-01
       316    5.4105500643E-12    1.4357143252E-10    2.2246397073E-08   -4.7388832624E-01
       317    5.3219967429E-12    1.4134127202E-10    2.1906157377E-08   -4.7388832623E-01
       318    5.2401572680E-12    1.3914608354E-10    2.1571221819E-08   -4.7388832622E-01
       319    5.1623692523E-12    1.3698409074E-10    2.1241507727E-08   -4.7388832621E-01
       320    5.0771728541E-12    1.3485612627E-10    2.0916933773E-08   -4.7388832620E-01
       321    4.9989218144E-12    1.3276119093E-10    2.0597419462E-08   -4.7388832619E-01
       322    4.9193974591E-12    1.3069795246E-10    2.0282886392E-08   -4.7388832618E-01
       323    4.8396415918E-12    1.2866713250E-10    1.9973256483E-08   -4.7388832617E-01
       324    4.7597699685E-12    1.2666789839E-10    1.9668453395E-08   -4.7388832617E-01
       325    4.6935575503E-12    1.2469936195E-10    1.9368401973E-08   -4.7388832616E-01
       326    4.6155380226E-12    1.2276163419E-10    1.9073028005E-08   -4.7388832615E-01
       327    4.5382130308E-12    1.2085366041E-10    1.8782258607E-08   -4.7388832614E-01
       328    4.4794089951E-12    1.1897532959E-10    1.8496021820E-08   -4.7388832613E-01
       329    4.3983798120E-12    1.1712608661E-10    1.8214247239E-08   -4.7388832613E-01
       330    4.3262638391E-12    1.1530559840E-10    1.7936865124E-08   -4.7388832612E-01
       331    4.2686173632E-12    1.1351319884E-10    1.7663806878E-08   -4.7388832611E-01
       332    4.1960383664E-12    1.1174816628E-10    1.7395005270E-08   -4.7388832610E-01
       333    4.1300574602E-12    1.1001149991E-10    1.7130393866E-08   -4.7388832610E-01
       334    4.0661601615E-12    1.0830086827E-10    1.6869907306E-08   -4.7388832609E-01
       335    3.9974011119E-12    1.0661682648E-10    1.6613481176E-08   -4.7388832608E-01
       336    3.9311886938E-12    1.0495909697E-10    1.6361052341E-08   -4.7388832607E-01
       337    3.8852335714E-12    1.0332718015E-10    1.6112558357E-08   -4.7388832607E-01
       338    3.8184423733E-12    1.0172002129E-10    1.5867937879E-08   -4.7388832606E-01
       339    3.7456318646E-12    1.0013873064E-10    1.5627130486E-08   -4.7388832605E-01
       340    3.7011815699E-12    9.8581309782E-11    1.5390076832E-08   -4.7388832605E-01
       341    3.6383260750E-12    9.7048036274E-11    1.5156718152E-08   -4.7388832604E-01
       342    3.5809111110E-12    9.5539187672E-11    1.4926997082E-08   -4.7388832604E-01
       343    3.5218755634E-12    9.4052932109E-11    1.4700856779E-08   -4.7388832603E-01
       344    3.4714059579E-12    9.2589991230E-11    1.4478241371E-08   -4.7388832602E-01
       345    3.4141067499E-12    9.1149587877E-11    1.4259095947E-08   -4.7388832602E-01
       346    3.3595856853E-12    8.9731666542E-11    1.4043366429E-08   -4.7388832601E-01
       347    3.3024022333E-12    8.8335894155E-11    1.3830999482E-08   -4.7388832600E-01
       348    3.2623506657E-12    8.6961715606E-11    1.3621942671E-08   -4.7388832600E-01
       349    3.2055144815E-12    8.5608853340E-11    1.3416144462E-08   -4.7388832599E-01
       350    3.1607169189E-12    8.4276974288E-11    1.3213553988E-08   -4.7388832599E-01
       351    3.1012183474E-12    8.2965689874E-11    1.3014121150E-08   -4.7388832598E-01
       352    3.0574625885E-12    8.1674833563E-11    1.2817796858E-08   -4.7388832598E-01
       353    3.0101183944E-12    8.0404294334E-11    1.2624532530E-08   -4.7388832597E-01
       354    2.9529349424E-12    7.9152850940E-11    1.2434280539E-08   -4.7388832597E-01
       355    2.9200602452E-12    7.7921225028E-11    1.2247268200E-08   -4.7388832596E-01
       356    2.8719057593E-12    7.6708750463E-11    1.2064049426E-08   -4.7388832595E-01
       357    2.8179634746E-12    7.5515205200E-11    1.1883685942E-08   -4.7388832595E-01
       358    2.7838154617E-12    7.4339923106E-11    1.1706133419E-08   -4.7388832594E-01
       359    2.7406384828E-12    7.3182848670E-11    1.1531347848E-08   -4.7388832594E-01
       360    2.6821817150E-12    7.2043870869E-11    1.1359286253E-08   -4.7388832593E-01
       361    2.6590305198E-12    7.0922767659E-11    1.1189905915E-08   -4.7388832593E-01
       362    2.6072875987E-12    6.9819039439E-11    1.1023165373E-08   -4.7388832592E-01
       363    2.5665414952E-12    6.8732297631E-11    1.0859023088E-08   -4.7388832592E-01
       364    2.5316989465E-12    6.7662375702E-11    1.0697438857E-08   -4.7388832592E-01
       365    2.4914158669E-12    6.6608885074E-11    1.0538372578E-08   -4.7388832591E-01
       366    2.4480073760E-12    6.5572269836E-11    1.0381785072E-08   -4.7388832591E-01
       367    2.4109654637E-12    6.4551308743E-11    1.0227637679E-08   -4.7388832590E-01
       368    2.3735762836E-12    6.3546556905E-11    1.0075892387E-08   -4.7388832590E-01
       369    2.3366501273E-12    6.2557403702E-11    9.9265116574E-09   -4.7388832589E-01
       370    2.3052802578E-12    6.1583516064E-11    9.7794586929E-09   -4.7388832589E-01
       371    2.2557367002E-12    6.0624560927E-11    9.6346971169E-09   -4.7388832588E-01
       372    2.2289970698E-12    5.9680815845E-11    9.4921913836E-09   -4.7388832588E-01
       373    2.1975114444E-12    5.8751670196E-11    9.3519060534E-09   -4.7388832588E-01
       374    2.1600065082E-12    5.7836957446E-11    9.2138066668E-09   -4.7388832587E-01
       375    2.1235433758E-12    5.6936677595E-11    9.0778591207E-09   -4.7388832587E-01
       376    2.0946043819E-12    5.6049886954E-11    8.9440297508E-09   -4.7388832586E-01
       377    2.0592988093E-12    5.5177140634E-11    8.8122857774E-09   -4.7388832586E-01
       378    2.0287392317E-12    5.4317772502E-11    8.6825944134E-09   -4.7388832586E-01
       379    1.9954015106E-12    5.3472115624E-11    8.5549238097E-09   -4.7388832585E-01
       380    1.9683146123E-12    5.2639281822E-11    8.4292424156E-09   -4.7388832585E-01
       381    1.9321987479E-12    5.1819548652E-11    8.3055191440E-09   -4.7388832585E-01
       382    1.8950410796E-12    5.1012583047E-11    8.2019594727E-09   -4.7388832584E-01
       383    1.8758255877E-12    5.0217996428E-11    8.1074700308E-09   -4.7388832584E-01
       384    1.8443399622E-12    4.9436288396E-11    8.0144465344E-09   -4.7388832583E-01
       385    1.8200312073E-12    4.8666348729E-11    7.9228661236E-09   -4.7388832583E-01
       386    1.7883140700E-12    4.7908343959E-11    7.8327063195E-09   -4.7388832583E-01
       387    1.7587962961E-12    4.7161996530E-11    7.7439449120E-09   -4.7388832582E-01
       388    1.7379602205E-12    4.6427528488E-11    7.6565603063E-09   -4.7388832582E-01
       389    1.6964038252E-12    4.5704606766E-11    7.5705307817E-09   -4.7388832582E-01
       390    1.6763780414E-12    4.4992454207E-11    7.4858354047E-09   -4.7388832581E-01
       391    1.6586673771E-12    4.4291736945E-11    7.4024533361E-09   -4.7388832581E-01
       392    1.6194261013E-12    4.3601788846E-11    7.3203639201E-09   -4.7388832581E-01
       393    1.6065771880E-12    4.2922720933E-11    7.2395473509E-09   -4.7388832580E-01
       394    1.5710401034E-12    4.2254144628E-11    7.1599835236E-09   -4.7388832580E-01
       395    1.5539082190E-12    4.1595948908E-11    7.0816529255E-09   -4.7388832580E-01
       396    1.5294837081E-12    4.0947856217E-11    7.0045364825E-09   -4.7388832580E-01
       397    1.5052907092E-12    4.0310033089E-11    6.9286151855E-09   -4.7388832579E-01
       398    1.4769304951E-12    3.9681924413E-11    6.8538703727E-09   -4.7388832579E-01
       399    1.4585252949E-12    3.9064307344E-11    6.7802837268E-09   -4.7388832579E-01
       400    1.4319014205E-12    3.8455294504E-11    6.7078372058E-09   -4.7388832578E-01
       401    1.4158113399E-12    3.7856273671E-11    6.6365130019E-09   -4.7388832578E-01
       402    1.3851360063E-12    3.7266523201E-11    6.5662937102E-09   -4.7388832578E-01
       403    1.3710137772E-12    3.6685710025E-11    6.4971619820E-09   -4.7388832578E-01
       404    1.3443899028E-12    3.6114222723E-11    6.4291009591E-09   -4.7388832577E-01
       405    1.3245956310E-12    3.5551617206E-11    6.3620939064E-09   -4.7388832577E-01
       406    1.3043383352E-12    3.4997615916E-11    6.2961244308E-09   -4.7388832577E-01
       407    1.2861646470E-12    3.4452385389E-11    6.2311762850E-09   -4.7388832576E-01
       408    1.2645182795E-12    3.3915537045E-11    6.1672336543E-09   -4.7388832576E-01
       409    1.2415985963E-12    3.3387292930E-11    6.1042807692E-09   -4.7388832576E-01
       410    1.2265503195E-12    3.2866820376E-11    6.0423022245E-09   -4.7388832576E-01
       411    1.2132383822E-12    3.2354563473E-11    5.9812828913E-09   -4.7388832575E-01
       412    1.1892768953E-12    3.1850910798E-11    5.9212077303E-09   -4.7388832575E-01
       413    1.1648523844E-12    3.1354308039E-11    5.8620620936E-09   -4.7388832575E-01
       414    1.1559391742E-12    3.0865587863E-11    5.8038314016E-09   -4.7388832575E-01
       415    1.1260741325E-12    3.0384861294E-11    5.7465015368E-09   -4.7388832574E-01
       416    1.1148458028E-12    2.9911240151E-11    5.6900582987E-09   -4.7388832574E-01
       417    1.1024599134E-12    2.9445168526E-11    5.6344879951E-09   -4.7388832574E-01
       418    1.0813923258E-12    2.8986146816E-11    5.5797769196E-09   -4.7388832574E-01
       419    1.0672700968E-12    2.8534674623E-11    5.5259116926E-09   -4.7388832574E-01
       420    1.0525690878E-12    2.8089752746E-11    5.4728791963E-09   -4.7388832573E-01
       421    1.0254821895E-12    2.7652158341E-11    5.4206664461E-09   -4.7388832573E-01
       422    1.0111284485E-12    2.7221336296E-11    5.3692605271E-09   -4.7388832573E-01
       423    1.0011734346E-12    2.6796787012E-11    5.3202618942E-09   -4.7388832573E-01
       424    9.8242096652E-13    2.6379176621E-11    5.2737128349E-09   -4.7388832572E-01
       425    9.6829873747E-13    2.5968172057E-11    5.2278815691E-09   -4.7388832572E-01
       426    9.5394499648E-13    2.5563384742E-11    5.1827571419E-09   -4.7388832572E-01
       427    9.4294817878E-13    2.5165147743E-11    5.1383282711E-09   -4.7388832572E-01
       428    9.2095454338E-13    2.4773127993E-11    5.0945842792E-09   -4.7388832572E-01
       429    9.1528250056E-13    2.4386659359E-11    5.0515144420E-09   -4.7388832571E-01
       430    8.8645926259E-13    2.4006463484E-11    5.0091082289E-09   -4.7388832571E-01
       431    8.8310233929E-13    2.3632096280E-11    4.9673553326E-09   -4.7388832571E-01
       432    8.6689650268E-13    2.3264334903E-11    4.9262454871E-09   -4.7388832571E-01
       433    8.5937236426E-13    2.2901347485E-11    4.8857688828E-09   -4.7388832571E-01
       434    8.3899931252E-13    2.2544299760E-11    4.8459153582E-09   -4.7388832570E-01
       435    8.3517936532E-13    2.2192969684E-11    4.8066754544E-09   -4.7388832570E-01
       436    8.0554583551E-13    2.1846968679E-11    4.7680394208E-09   -4.7388832570E-01
       437    8.0855549089E-13    2.1506629810E-11    4.7299978830E-09   -4.7388832570E-01
       438    7.9431750586E-13    2.1171397968E-11    4.6925417042E-09   -4.7388832570E-01
       439    7.6850392326E-13    2.0841273152E-11    4.6556616327E-09   -4.7388832569E-01
       440    7.6746211948E-13    2.0516643939E-11    4.6193486883E-09   -4.7388832569E-01
       441    7.5368715836E-13    2.0196622152E-11    4.5837395819E-09   -4.7388832569E-01
       442    7.4500546018E-13    1.9882318014E-11    4.5486899655E-09   -4.7388832569E-01
       443    7.2764206381E-13    1.9571511078E-11    4.5141789183E-09   -4.7388832569E-01
       444    7.1722402599E-13    1.9266754858E-11    4.4801980932E-09   -4.7388832569E-01
       445    7.0541691646E-13    1.8966272997E-11    4.4467391765E-09   -4.7388832568E-01
       446    7.0124970133E-13    1.8670898161E-11    4.4137940108E-09   -4.7388832568E-01
       447    6.8990561570E-13    1.8379797684E-11    4.3813546957E-09   -4.7388832568E-01
       448    6.7775123824E-13    1.8093027077E-11    4.3494132766E-09   -4.7388832568E-01
       449    6.5818847834E-13    1.7810863895E-11    4.3179619875E-09   -4.7388832568E-01
       450    6.5807272236E-13    1.7533363650E-11    4.2869931554E-09   -4.7388832568E-01
       451    6.4221415368E-13    1.7260137763E-11    4.2564993388E-09   -4.7388832567E-01
       452    6.3850996245E-13    1.6990797658E-11    4.2264730461E-09   -4.7388832567E-01
       453    6.3144884793E-13    1.6725731911E-11    4.1969070918E-09   -4.7388832567E-01
       454    6.0876067667E-13    1.6465329100E-11    4.1677942230E-09   -4.7388832567E-01
       455    6.0864492070E-13    1.6208201448E-11    4.1391274184E-09   -4.7388832567E-01
       456    5.9938444263E-13    1.5955514687E-11    4.1108996519E-09   -4.7388832567E-01
       457    5.8456767773E-13    1.5706824730E-11    4.0831042063E-09   -4.7388832567E-01
       458    5.7611749150E-13    1.5462020553E-11    4.0557342051E-09   -4.7388832566E-01
       459    5.6940364491E-13    1.5221157668E-11    4.0287831474E-09   -4.7388832566E-01
       460    5.5968014294E-13    1.4983514429E-11    4.0123455751E-09   -4.7388832566E-01
       461    5.5632321964E-13    1.4749979016E-11    3.9961625432E-09   -4.7388832566E-01
       462    5.4463186609E-13    1.4520273872E-11    3.9802216692E-09   -4.7388832566E-01
       463    5.2807876155E-13    1.4293344286E-11    3.9645192671E-09   -4.7388832566E-01
       464    5.3224597668E-13    1.4070633547E-11    3.9490515797E-09   -4.7388832566E-01
       465    5.1708194385E-13    1.3851197966E-11    3.9338149088E-09   -4.7388832565E-01
       466    5.0874751359E-13    1.3635204077E-11    3.9188056060E-09   -4.7388832565E-01
       467    5.0018157138E-13    1.3422540857E-11    3.9040203730E-09   -4.7388832565E-01
       468    4.9948703553E-13    1.3213208305E-11    3.8894554478E-09   -4.7388832565E-01
       469    4.8513329453E-13    1.3007483979E-11    3.8751075395E-09   -4.7388832565E-01
       470    4.8200788318E-13    1.2804424188E-11    3.8609731965E-09   -4.7388832565E-01
       471    4.6776989816E-13    1.2605194666E-11    3.8470491770E-09   -4.7388832565E-01
       472    4.5712034839E-13    1.2408130079E-11    3.8333320641E-09   -4.7388832564E-01
       473    4.6429721889E-13    1.2214562695E-11    3.8198188410E-09   -4.7388832564E-01
       474    4.5144830558E-13    1.2024103935E-11    3.8065061485E-09   -4.7388832564E-01
       475    4.4346114325E-13    1.1836476244E-11    3.7933909252E-09   -4.7388832564E-01
       476    4.4114602373E-13    1.1652234733E-11    3.7804701041E-09   -4.7388832564E-01
       477    4.3038071798E-13    1.1470324690E-11    3.7677406598E-09   -4.7388832564E-01
       478    4.2412989529E-13    1.1291578783E-11    3.7551995792E-09   -4.7388832564E-01
       479    4.1822634053E-13    1.1115275367E-11    3.7428440152E-09   -4.7388832564E-01
       480    4.1023917820E-13    1.0941747508E-11    3.7306708881E-09   -4.7388832563E-01
       481    4.0271503977E-13    1.0771328274E-11    3.7186775564E-09   -4.7388832563E-01
       482    3.9565392525E-13    1.0603573575E-11    3.7068749979E-09   -4.7388832563E-01
       483    3.9692724098E-13    1.0437650744E-11    3.6962799588E-09   -4.7388832563E-01
       484    3.7921657668E-13    1.0274947559E-11    3.6858397124E-09   -4.7388832563E-01
       485    3.7967960059E-13    1.0114908910E-11    3.6755519769E-09   -4.7388832563E-01
       486    3.8222623205E-13    9.9568686629E-12    3.6654142694E-09   -4.7388832563E-01
       487    3.6220044824E-13    9.8016594841E-12    3.6554244345E-09   -4.7388832563E-01
       488    3.6335800800E-13    9.6492258628E-12    3.6455799339E-09   -4.7388832563E-01
       489    3.5062485066E-13    9.4983465537E-12    3.6358787430E-09   -4.7388832562E-01
       490    3.5664416141E-13    9.3503538245E-12    3.6263184864E-09   -4.7388832562E-01
       491    3.4599461163E-13    9.2045815414E-12    3.6168969820E-09   -4.7388832562E-01
       492    3.3962803296E-13    9.0607521486E-12    3.6076120632E-09   -4.7388832562E-01
       493    3.4124861663E-13    8.9194207575E-12    3.5984616749E-09   -4.7388832562E-01
       494    3.2863121526E-13    8.7801987902E-12    3.5894435571E-09   -4.7388832562E-01
