 istep =  100001
     ik     ic     iv              Real              Imag               Abs
   6157      1      1  -5.482344083E-02  -1.859446787E-02   5.789096562E-02
   6158      1      1  -5.024669748E-02  -2.020245764E-02   5.415597753E-02
   6159      1      1  -4.535097028E-02  -1.994116138E-02   4.954150202E-02
   6160      1      1  -3.930813465E-02  -1.002095362E-02   4.056536652E-02
   6161      1      1  -1.613361963E-02   1.505510009E-02   2.206693728E-02
   6162      1      1  -2.148610858E-02   1.633659787E-02   2.699142997E-02
   6163      1      1  -3.038851327E-02   1.396866211E-02   3.344525766E-02
   6164      1      1  -4.262087062E-02   1.145811263E-02   4.413419262E-02
   6165      1      1  -5.187446148E-02   1.059475863E-02   5.294533657E-02
   6166      1      1  -6.049845870E-02   1.111517866E-02   6.151106162E-02
   6167      1      1  -6.972341906E-02   1.148608721E-02   7.066318252E-02
   6168      1      1  -7.098649976E-02   1.558258791E-02   7.267668261E-02
   6169      1      1  -8.127331196E-02   1.834764394E-02   8.331858901E-02
   6170      1      1  -8.007149484E-02   2.833583404E-02   8.493741094E-02
   6171      1      1  -8.961319257E-02   3.656620672E-02   9.678642341E-02
   6172      1      1   9.136297437E-03   8.090855275E-02   8.142275996E-02
   6173      1      1   1.095706049E-01   6.384958401E-02   1.268167451E-01
   6174      1      1   1.316379675E-01   4.077032634E-02   1.378070173E-01
   6175      1      1   1.403236311E-01   2.631507652E-02   1.427697611E-01
   6176      1      1   1.455754738E-01   2.095754600E-02   1.470762975E-01
   6177      1      1   1.489769247E-01   1.817624053E-02   1.500816439E-01
   6178      1      1   1.504235913E-01   1.722770959E-02   1.514069047E-01
   6179      1      1   1.499233881E-01   1.650016323E-02   1.508286368E-01
   6180      1      1   1.475437523E-01   1.569881477E-02   1.483765872E-01
   6181      1      1   1.418385583E-01   1.533436466E-02   1.426650601E-01
   6182      1      1   1.345511215E-01   1.494711151E-02   1.353788035E-01
   6183      1      1   1.258028756E-01   1.396188167E-02   1.265752648E-01
   6184      1      1   1.158181121E-01   1.241839194E-02   1.164819795E-01
   6185      1      1   1.048272344E-01   1.102246484E-02   1.054051412E-01
   6186      1      1   9.346437355E-02   9.883984118E-03   9.398554285E-02
   6187      1      1   8.220995253E-02   8.985574587E-03   8.269955772E-02
   6188      1      1   7.156787153E-02   8.257439683E-03   7.204266475E-02
   6189      1      1   6.196628699E-02   7.012529718E-03   6.236181762E-02
   6190      1      1   5.334521496E-02   6.249795809E-03   5.371007268E-02
   6191      1      1   4.602762599E-02   5.391826052E-03   4.634235797E-02
   6192      1      1   3.977367628E-02   4.553063515E-03   4.003343243E-02
   6193      1      1   3.448147589E-02   3.909969126E-03   3.470245003E-02
   6194      1      1   3.001680206E-02   3.408585473E-03   3.020971467E-02
   6195      1      1   2.624165622E-02   3.158763898E-03   2.643108606E-02
   6196      1      1   2.307489849E-02   2.976407325E-03   2.326606845E-02
   6197      1      1   2.044287423E-02   2.423941268E-03   2.058607778E-02
   6198      1      1   1.824503322E-02   2.251372886E-03   1.838341419E-02
   6199      1      1   1.638487160E-02   1.972992968E-03   1.650323358E-02
   6200      1      1   1.477435492E-02   1.741161044E-03   1.487659925E-02
   6201      1      1   1.353456356E-02   1.576198334E-03   1.362603434E-02
   6202      1      1   1.244721761E-02   1.485150782E-03   1.253550554E-02
   6203      1      1   1.147821874E-02   1.412513430E-03   1.156480435E-02
   6204      1      1   1.062108152E-02   1.227212416E-03   1.069174556E-02
   6205      1      1   9.813288663E-03   1.114703764E-03   9.876396047E-03
   6206      1      1   9.056167674E-03   9.610010075E-04   9.107013554E-03
   6207      1      1   8.299472779E-03   8.822637302E-04   8.346234942E-03
   6208      1      1   7.467223989E-03   8.174219275E-04   7.511831515E-03
   6209      1      1   7.381706749E-03  -2.348832495E-04   7.385442754E-03
   6210      1      1   8.197306293E-03  -1.961473004E-04   8.199652689E-03
   6211      1      1   8.977459105E-03  -2.085593365E-04   8.979881345E-03
   6212      1      1   9.777818595E-03  -2.845692543E-04   9.781958706E-03
   6213      1      1   1.062520246E-02  -4.671235171E-04   1.063546575E-02
   6214      1      1   1.157333897E-02  -6.541012375E-04   1.159180846E-02
   6215      1      1   1.265034127E-02  -4.791741871E-04   1.265941319E-02
   6216      1      1   1.385822058E-02  -4.769362561E-04   1.386642513E-02
   6217      1      1   1.524675172E-02  -3.855618202E-04   1.525162601E-02
   6218      1      1   1.709360616E-02  -3.627656525E-04   1.709745509E-02
   6219      1      1   1.919550173E-02  -2.325573646E-04   1.919691042E-02
   6220      1      1   2.162754228E-02  -2.128947924E-04   2.162859009E-02
   6221      1      1   2.444256827E-02  -2.208942460E-04   2.444356639E-02
   6222      1      1   2.771890477E-02   3.849394444E-05   2.771893150E-02
   6223      1      1   3.154206598E-02   1.103410174E-04   3.154225898E-02
   6224      1      1   3.594250484E-02   1.125741347E-04   3.594268114E-02
   6225      1      1   4.107411010E-02   7.844807428E-05   4.107418501E-02
   6226      1      1   4.710141043E-02   3.517802077E-04   4.710272406E-02
   6227      1      1   5.402507527E-02   3.544482620E-04   5.402623799E-02
   6228      1      1   6.211058716E-02   5.498372312E-04   6.211302085E-02
   6229      1      1   7.117654245E-02   7.769193319E-04   7.118078251E-02
   6230      1      1   8.111121987E-02   1.017244790E-03   8.111759844E-02
   6231      1      1   9.178069307E-02   1.476484461E-03   9.179256848E-02
   6232      1      1   1.027182337E-01   1.377316736E-03   1.027274673E-01
   6233      1      1   1.135122056E-01   1.359330566E-03   1.135203444E-01
   6234      1      1   1.239824650E-01   1.812998675E-03   1.239957200E-01
   6235      1      1   1.333425587E-01   2.231374252E-03   1.333612275E-01
   6236      1      1   1.413486872E-01   2.397050277E-03   1.413690108E-01
   6237      1      1   1.475154016E-01   2.223371758E-03   1.475321561E-01
   6238      1      1   1.507299405E-01   5.060242660E-04   1.507307899E-01
   6239      1      1   1.518246649E-01  -2.392814555E-03   1.518435195E-01
   6240      1      1   1.504917052E-01  -7.198222246E-03   1.506637572E-01
   6241      1      1   1.341415716E-01  -4.189766271E-02   1.405324709E-01
   6242      1      1  -1.236303702E-01  -6.001792175E-02   1.374285974E-01
   6243      1      1  -1.346999070E-01  -2.911699017E-02   1.378109723E-01
   6244      1      1  -1.291533906E-01  -2.389714597E-02   1.313456200E-01
   6245      1      1  -1.219402690E-01  -2.058269031E-02   1.236651784E-01
   6246      1      1  -1.136130005E-01  -1.908164956E-02   1.152042674E-01
   6247      1      1  -1.045459882E-01  -1.838758403E-02   1.061506801E-01
   6248      1      1  -9.548300448E-02  -1.715112971E-02   9.701116118E-02
   6249      1      1  -8.612989961E-02  -1.728605013E-02   8.784740825E-02
   6250      1      1  -7.779610209E-02  -1.701085693E-02   7.963418081E-02
   6251      1      1  -6.986300303E-02  -1.634750380E-02   7.175012246E-02
   6252      1      1  -6.282905827E-02  -1.691685094E-02   6.506666127E-02
   6253      1      1  -5.617725563E-02  -1.742456651E-02   5.881751072E-02
   6254      1      1  -5.047662176E-02  -1.910604355E-02   5.397156885E-02
   6255      1      1  -4.525781813E-02  -1.934307273E-02   4.921813248E-02
   6256      1      1  -4.255216603E-02  -2.436402750E-02   4.903358716E-02
   6257      1      1  -2.448766258E-02  -7.780002775E-03   2.569385260E-02
   6258      1      1  -1.544828639E-02   1.427956443E-02   2.103700342E-02
   6259      1      1  -2.341307689E-02   1.680512817E-02   2.881986298E-02
   6260      1      1  -3.150063799E-02   1.478538571E-02   3.479795718E-02
   6261      1      1  -3.999358541E-02   1.276107287E-02   4.198013643E-02
   6262      1      1  -5.003122444E-02   1.090054319E-02   5.120493395E-02
   6263      1      1  -5.615778586E-02   1.100772470E-02   5.722645294E-02
   6264      1      1  -6.589145235E-02   1.189261306E-02   6.695608814E-02
   6265      1      1  -7.280927981E-02   1.370404908E-02   7.408773305E-02
   6266      1      1  -7.825281740E-02   1.788522205E-02   8.027069576E-02
   6267      1      1  -8.556213105E-02   2.278483592E-02   8.854392705E-02
   6268      1      1  -6.181262789E-02   4.554905694E-02   7.678227370E-02
   6269      1      1   6.605867957E-03   7.522839113E-02   7.551786758E-02
   6270      1      1   1.096230696E-01   5.711463741E-02   1.236094624E-01
   6271      1      1   1.304381292E-01   3.714573567E-02   1.356241543E-01
   6272      1      1   1.393726880E-01   2.350632535E-02   1.413410538E-01
   6273      1      1   1.446719671E-01   1.934473023E-02   1.459595720E-01
   6274      1      1   1.481344822E-01   1.767393317E-02   1.491850955E-01
   6275      1      1   1.495362201E-01   1.672891048E-02   1.504690585E-01
   6276      1      1   1.489968992E-01   1.619926404E-02   1.498749217E-01
   6277      1      1   1.462956836E-01   1.537541633E-02   1.471014292E-01
   6278      1      1   1.403879019E-01   1.493778401E-02   1.411803824E-01
   6279      1      1   1.327346578E-01   1.444722763E-02   1.335185821E-01
   6280      1      1   1.234781375E-01   1.349037371E-02   1.242128843E-01
   6281      1      1   1.130892141E-01   1.248327083E-02   1.137761064E-01
   6282      1      1   1.018537770E-01   1.109288238E-02   1.024560585E-01
   6283      1      1   9.053820973E-02   9.469171722E-03   9.103204180E-02
   6284      1      1   7.927453091E-02   8.637902596E-03   7.974374341E-02
   6285      1      1   6.873100984E-02   7.940079908E-03   6.918812458E-02
   6286      1      1   5.928780141E-02   6.773370149E-03   5.967346092E-02
   6287      1      1   5.092826847E-02   5.962700543E-03   5.127613799E-02
   6288      1      1   4.384291092E-02   5.206334603E-03   4.415095421E-02
   6289      1      1   3.784581063E-02   4.430592676E-03   3.810427185E-02
   6290      1      1   3.277809868E-02   3.870623105E-03   3.300584003E-02
   6291      1      1   2.855466589E-02   3.275270518E-03   2.874189175E-02
   6292      1      1   2.499788488E-02   2.933701252E-03   2.516944282E-02
   6293      1      1   2.201047795E-02   2.700813069E-03   2.217556157E-02
   6294      1      1   1.958890450E-02   2.359271735E-03   1.973046737E-02
   6295      1      1   1.752108459E-02   2.182558903E-03   1.765649933E-02
   6296      1      1   1.576280923E-02   1.918065982E-03   1.587907843E-02
   6297      1      1   1.424939030E-02   1.683671515E-03   1.434851469E-02
   6298      1      1   1.308190074E-02   1.539044974E-03   1.317212156E-02
   6299      1      1   1.205787609E-02   1.461719251E-03   1.214615161E-02
   6300      1      1   1.113591110E-02   1.455255281E-03   1.123059589E-02
   6301      1      1   1.033082051E-02   1.231466489E-03   1.040395896E-02
   6302      1      1   9.574638404E-03   1.071729672E-03   9.634433302E-03
   6303      1      1   8.840750077E-03   1.028998946E-03   8.900432616E-03
   6304      1      1   8.099883016E-03   8.594294262E-04   8.145349828E-03
   6305      1      1   7.308347889E-03   7.843073139E-04   7.350312023E-03
   6306      1      1   7.202032604E-03  -1.886792187E-04   7.204503694E-03
   6307      1      1   7.976347826E-03  -1.572544089E-04   7.977897818E-03
   6308      1      1   8.713164356E-03  -1.849219477E-04   8.715126460E-03
   6309      1      1   9.469504641E-03  -2.908329270E-04   9.473969703E-03
   6310      1      1   1.029371534E-02  -3.619179245E-04   1.030007574E-02
   6311      1      1   1.118553526E-02  -5.991514655E-04   1.120157050E-02
   6312      1      1   1.220063471E-02  -4.119159688E-04   1.220758625E-02
   6313      1      1   1.333216020E-02  -4.344912603E-04   1.333923829E-02
   6314      1      1   1.463724687E-02  -2.901700748E-04   1.464012276E-02
   6315      1      1   1.638282937E-02  -1.816665828E-04   1.638383657E-02
   6316      1      1   1.836835338E-02  -2.408371871E-04   1.836993218E-02
   6317      1      1   2.067387651E-02  -2.479393064E-04   2.067536321E-02
   6318      1      1   2.334650917E-02  -6.338923724E-05   2.334659522E-02
   6319      1      1   2.645409134E-02  -4.107431366E-06   2.645409166E-02
   6320      1      1   3.002996656E-02   1.056819873E-04   3.003015252E-02
   6321      1      1   3.423916069E-02   1.483549525E-04   3.423948209E-02
   6322      1      1   3.918436584E-02   2.000802855E-04   3.918487666E-02
   6323      1      1   4.499346947E-02   4.253730852E-04   4.499548019E-02
   6324      1      1   5.174729775E-02   6.514567448E-04   5.175139825E-02
   6325      1      1   5.965778967E-02   8.563863122E-04   5.966393606E-02
   6326      1      1   6.858220448E-02   1.178308528E-03   6.859232597E-02
   6327      1      1   7.848522112E-02   1.515265394E-03   7.849984690E-02
   6328      1      1   8.911498166E-02   1.692904618E-03   8.913106014E-02
   6329      1      1   1.001907357E-01   1.724660733E-03   1.002055786E-01
   6330      1      1   1.112822939E-01   1.811709318E-03   1.112970405E-01
   6331      1      1   1.219712624E-01   1.959164635E-03   1.219869960E-01
   6332      1      1   1.317294776E-01   2.196142778E-03   1.317477829E-01
   6333      1      1   1.398337859E-01   2.743869508E-03   1.398607039E-01
   6334      1      1   1.463407220E-01   2.331653183E-03   1.463592960E-01
   6335      1      1   1.498091121E-01   1.133407201E-03   1.498133995E-01
   6336      1      1   1.510697618E-01  -1.084587034E-03   1.510736551E-01
   6337      1      1   1.500024760E-01  -6.045721101E-03   1.501242603E-01
   6338      1      1   1.342041725E-01  -4.175858514E-02   1.405508426E-01
   6339      1      1  -1.168947737E-01  -6.481136315E-02   1.336596458E-01
   6340      1      1  -1.322279913E-01  -2.766376677E-02   1.350908053E-01
   6341      1      1  -1.263372658E-01  -2.227478650E-02   1.282858949E-01
   6342      1      1  -1.185346667E-01  -1.977180969E-02   1.201723415E-01
   6343      1      1  -1.097060030E-01  -1.882587586E-02   1.113095714E-01
   6344      1      1  -1.006207468E-01  -1.739212418E-02   1.021127840E-01
   6345      1      1  -9.125365982E-02  -1.671300144E-02   9.277151960E-02
   6346      1      1  -8.189214683E-02  -1.635064701E-02   8.350848681E-02
   6347      1      1  -7.347984767E-02  -1.592993584E-02   7.518677324E-02
   6348      1      1  -6.559796608E-02  -1.552924889E-02   6.741105789E-02
   6349      1      1  -5.866955019E-02  -1.596725001E-02   6.080352944E-02
   6350      1      1  -5.256409598E-02  -1.678465870E-02   5.517888141E-02
   6351      1      1  -4.689936496E-02  -1.985946575E-02   5.093082381E-02
   6352      1      1  -4.213253618E-02  -2.350512924E-02   4.824563924E-02
   6353      1      1  -2.349482764E-02  -2.865835358E-02   3.705817259E-02
   6354      1      1  -2.391899244E-02  -8.142403021E-03   2.526691367E-02
   6355      1      1  -2.490552942E-02   1.646589402E-02   2.985650786E-02
   6356      1      1  -2.291787752E-02   1.815016765E-02   2.923452917E-02
   6357      1      1  -3.492077828E-02   1.470242239E-02   3.788960253E-02
